States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Date
Chandigarh,38,28,35,74,115,109,103,96,42,55,194,176,145,155,178,123,53,272,27,13,25,25,2023-03-05
Chhattisgarh,35.8,34,39,68.6,104.2,95.4,102.2,88.2,39.8,59.4,192.4,170.2,121.6,139.4,160.6,129.2,49.2,301.6,23,20,24,12,2023-03-05
Delhi,38,30,31,72,120,120,103,89,41,53,213,150,133,151,179,114,48,242,26,17,23,23,2023-03-05
DNH and DD,41,35,38,77,123,112,114,105,41,60,182,174,164,158,166,109,70,295,25,25,24,9,2023-03-05
Gujarat,33.5,32.25,34,69.5,106.25,101,91.75,98.75,40.5,54,191,181.25,151.75,176.75,178.5,134.75,46.75,332,14.5,26.5,27,29.5,2023-03-05
Haryana,37,26,33.25,63.5,103.5,95.25,95.75,89,41,58.67,189.67,156.33,130.67,139.33,175.67,121.67,41.33,232,24,16,23.67,25,2023-03-05
Himachal Pradesh,33.58,21,32.92,67.67,111.17,105.75,100.17,90.42,42.08,52,197,173.17,139.33,139.6,169.25,120,41.33,284.08,26.5,19,26.83,33.25,2023-03-05
Jammu and Kashmir,38.5,29,39.5,83.75,118.75,119,113.25,100,50.25,51.75,253,185.5,158.75,170.25,186.5,142.67,46.5,311.5,25.75,24.5,29.25,31.25,2023-03-05
Jharkhand,36.18,32.19,35.71,70.76,108.94,100.24,102.76,84,42.73,54.92,187.18,160.44,127.63,153.13,171.29,116.33,42.4,290.21,23.33,14.88,21.31,12.38,2023-03-05
Karnataka,49.45,41.26,44.94,76.23,116.35,114.55,107.26,100.55,38.94,46.35,182.19,185.26,128.42,152.67,148.77,105.94,48.26,308.84,19.26,30,23.97,23.74,2023-03-05
Kerala,52.5,44.86,47.29,92.64,132.86,131.5,125.07,111.5,40.69,53.77,224.57,212.6,163.15,,151.62,113.08,58.54,231.85,14.23,29.92,22.46,37.85,2023-03-05
Madhya Pradesh,33.61,27.39,33.52,67.83,111.91,94.61,98.48,87.22,39.74,55.87,182.78,155.09,126.22,131.09,164.05,121.17,39.7,243.41,18.26,15.65,17.09,12.39,2023-03-05
Maharashtra,43.42,37.68,41.26,69.58,119.37,109.89,108.16,96.05,39.58,55.89,186.16,177.94,134.05,131.05,151.79,112.06,48.84,290.84,23.37,25.79,22.32,20.89,2023-03-05
Meghalaya,30.33,41.5,40.5,79.25,113.8,114.25,111.4,92,44.83,70,,162.5,130,157,180,128.33,80,383.33,22.83,22.5,30.83,35.17,2023-03-05
Mizoram,55,,45,,,,,115,50,77.5,,,,160,,,127,130,30,35,62,45,2023-03-05
Nagaland,36,41.5,39,97,113.75,108,115,96,47.5,72.75,210,165,207.5,171,181.67,137.5,75,301.25,18.25,35.6,38,51.4,2023-03-05
Odisha,33.48,36.94,39.77,68.09,111.7,100.91,102.7,80.09,41.43,49,168.4,164.87,121.62,147.89,145,104.74,45.65,272.94,24.57,13.83,20.48,16.26,2023-03-05
Puducherry,40,41,36,70,119,119,105,84,38,44,205,184,153,,130,105,49,343,27,23,15,15,2023-03-05
Punjab,35.75,25.63,29.38,77.38,115.75,107.13,103,96.88,40.83,55.67,196,157.67,140.83,149.83,181.17,113.5,46.83,274.33,25.67,12.67,22.83,25,2023-03-05
Rajasthan,38.62,29.92,33.15,68.17,109.38,105.15,99.31,89.92,40.08,52.83,180.83,157.67,130.67,148.08,170.64,133,42.92,301.75,19.17,20.33,21.42,20.5,2023-03-05
Sikkim,58.6,36.6,41.4,80,125.6,128,118.4,104.2,48.2,61.6,,197.2,137.2,179.75,211.2,,56.4,428.6,18.4,28.6,34,33,2023-03-05
Tamil Nadu,50.67,42.44,49.22,71.89,118.78,115,109.56,94.33,38.78,42,217.67,198.88,132.11,,149.89,107.78,53.56,277.38,25.33,29.22,22.56,27.78,2023-03-05
Telangana,44.2,37,40.7,69.2,107.4,110.1,103.2,92,39.7,62.2,169.9,182.9,123.5,157.83,154.9,113.3,53.9,297.5,17.8,27.2,27.4,30.4,2023-03-05
Tripura,32,,43,77,115,115,110,111,47,74,,169.5,138,154,181.5,116.5,69.5,223,10,20.5,24.5,43.5,2023-03-05
Uttar Pradesh,33.9,25.94,31.88,69.06,107.93,103.43,101.63,92.16,40.84,59.83,186.98,158.36,135.96,148.73,170.56,117.03,43.48,240.16,25.6,13.15,21.04,16.76,2023-03-05
Uttarakhand,34.5,28.5,33.5,85.75,113.25,104.75,106.75,100,42,60.25,172.5,160.25,157,160,165.25,119.5,47,262.25,28.25,14,19.25,19,2023-03-05
West Bengal,39.86,26.2,34.43,70.57,115.71,105.57,108,100.71,43.43,49.86,187,158.67,116,144.17,157,113.17,50.57,266.57,20,14.17,24,20.67,2023-03-05
Andaman and Nicobar,43,40,67,80,118,130,116,98,50,71,,211,220,,178,132,71,325,20,30,30,50,2023-03-06
Andhra Pradesh,51.67,42.33,45,71.33,119,122.67,111.67,102.33,41.33,60.33,177,182.67,122,190,138.33,99.67,57.33,342.33,22,25.67,22.33,22,2023-03-06
Assam,36.8,33,37.5,71.45,110.6,98.59,103.9,91.5,42.9,68.3,212.25,167.05,149.32,154.65,173.28,122.08,51.25,246.26,12.4,12.45,22.05,27.82,2023-03-06
Bihar,36.61,28.57,34.07,67.32,110.46,106.86,101.86,83.21,42.21,52.57,195.15,155.04,131.79,145.96,180.35,116.35,42.18,279.86,21.36,12.96,19.54,16.86,2023-03-06
Chandigarh,38,28,35,74,115,109,103,96,42,55,194,176,146,155,178,123,53,272,27,13,25,25,2023-03-06
Chhattisgarh,33.25,31.5,35.75,67.75,100.25,91.5,101.75,87,39.5,60.5,186.5,163.5,124.25,140,167,127.5,44.5,236,21.5,22.5,26.75,12.5,2023-03-06
Delhi,38,30,31,72,120,120,103,89,41,53,213,150,133,151,179,114,48,242,26,17,23,23,2023-03-06
Gujarat,34,31.67,33.33,68.67,103.33,93,90.67,95,41,54.67,185.33,180,161.33,168,176.33,144,45.67,345.33,13.33,29,29.33,33,2023-03-06
Haryana,37,26,33.25,63.5,103.5,95.25,95.75,89,41.75,58.5,191.25,161.25,140.75,144.5,178.5,119.25,42.75,234,25,15.5,22.5,23.75,2023-03-06
Himachal Pradesh,33.58,21,32.92,67.67,111.17,105.75,100.17,90.42,42.08,52,197,173.17,139.33,139.6,169.25,120,41.33,284.08,26.5,19.17,26.83,33.25,2023-03-06
Jharkhand,35.83,31.18,35,69.83,110.25,101.08,104.33,83.92,42.36,55.1,182.56,164.33,128.42,156.92,169.7,120.45,42.82,303.2,22.73,13.58,20.42,12.08,2023-03-06
Karnataka,49.41,41.17,45.28,76.76,117.17,114.34,107.66,100.41,38.93,46.55,180.93,184.9,128.72,153.11,149.03,105.79,48.34,309.45,18.97,29.83,24,23.69,2023-03-06
Madhya Pradesh,33.64,27.45,33.5,68.18,111,94.45,97.77,87.09,40.32,56.41,179.86,153.64,126.73,130.5,163,117.7,40.41,242.27,18.45,15.27,16.73,12.36,2023-03-06
Maharashtra,43.42,37.68,41.26,69.58,119.37,109.84,108.16,96.21,39.58,55.89,186.42,177.89,134.11,130.95,151.79,112.06,48.74,290.58,23.32,25.63,22.37,21.11,2023-03-06
Meghalaya,31,39.67,38,78.5,105.67,112.33,110,91.67,44.67,69.33,,156.67,130,151,200,140,80,330,29.33,26.67,33.33,37.67,2023-03-06
Odisha,34.15,37.09,39.92,68.23,113.38,99.69,103.62,79.54,41.69,48.92,168,162.85,123.67,152.83,145.38,105.31,47.62,267.45,26.08,13.69,20.46,17.31,2023-03-06
Puducherry,40,41,36,70,119,119,105,84,39,44,205,184,153,,130,105,47,342,28,20,17,18,2023-03-06
Punjab,36.2,25,29,81,113.6,110.4,104.8,96.6,41,54.75,198.75,163,145,151.75,181.25,119,47.5,285.75,27.25,13.75,25.5,27.75,2023-03-06
Rajasthan,34.2,29,32.2,75.5,106.8,106.8,99.2,91.4,40.4,50.2,189.8,162,130.4,160.8,178,135,43.4,303.6,22.2,21.6,23.2,24,2023-03-06
Sikkim,58,32,45,80,120,130,106,92,45,62,,183,114,167,190,,50,420,21,35,35,35,2023-03-06
Tamil Nadu,50.67,42.44,49.22,71.89,118.78,115,109.56,94.33,38.78,42,217.67,198.88,132.11,,149.89,107.78,53.56,277.38,25.33,29.22,22.56,28,2023-03-06
Telangana,40.75,35.75,42,69,108.25,111.5,102.75,94,40.25,56.5,173.75,176.5,123.5,151,155,112,53.75,282,17.5,20.25,24.25,34.5,2023-03-06
Tripura,32,,44,77,115,115,115,110,49,80,,164,138,150,173,115,52,179,10,17,23,20,2023-03-06
Uttar Pradesh,34.13,26.08,31.85,68.87,107.93,102.2,101.07,91.98,40.76,59.26,187.5,157.33,134.83,147.83,168.85,116.8,42.46,239.24,26,12.72,20.89,16.76,2023-03-06
Uttarakhand,34.33,29.33,33,84.33,114.33,105,107.33,103.33,41.67,58.33,174.67,158,154.33,159,164.67,119.5,47.33,250.33,28,15.33,19.67,17,2023-03-06
West Bengal,40.6,25.5,35,70.6,116.4,107.6,109.8,101.8,43,49.6,189.5,158.2,109.8,142,155.2,111.2,49.4,277,21,12.4,22.6,18.8,2023-03-06
Andaman and Nicobar,41.67,40,65.33,85.33,126.67,140.67,127.33,111.67,51.33,69.33,224.5,215,200.67,,195,134,75,308.33,20.67,36.67,38.33,64,2023-03-07
Andhra Pradesh,53.75,41.75,43.75,71,118.75,122.25,110.5,102.5,42.25,56.75,175.5,191.25,119.25,170,144.25,104.5,57.5,352.5,21.5,27.75,24.25,26,2023-03-07
Arunachal pradesh,34.33,42,43,90,120,120,116.67,103.33,50,65.67,,162.33,145,166.67,210,138,82.5,320,17.67,21.67,34.67,32.33,2023-03-07
Assam,37.19,34.4,37.7,71.25,110.2,97.88,104.55,92.35,43.1,68.2,212.25,164.52,145.67,151.65,174.78,119.08,52.8,246.21,13,12.65,21.7,27.39,2023-03-07
Bihar,36.51,28.32,34.38,67.46,111.03,106.51,102.16,83.05,42,52.56,194.88,156.35,132.51,146.27,184.42,116.03,42.81,270.69,21.56,13.47,19.61,17.5,2023-03-07
Chandigarh,38,28,35,74,115,109,103,96,42,55,194,176,145,155,178,123,53,272,27,13,25,25,2023-03-07
Chhattisgarh,35.67,33.44,37.67,71.78,105.67,96.22,100.56,88.67,39.63,58.38,192.89,168.89,127.56,141.67,164.33,125.67,45.88,282.5,22.38,19,24.63,12.25,2023-03-07
Delhi,38,30,31,72,120,120,103,89,41,53,213,150,133,151,179,114,48,242,26,16,23,23,2023-03-07
DNH and DD,39,30.33,33,77.33,117,114.33,108,104,38.67,56,195.67,168.33,162,163,189.67,122.67,52,240,23,23.33,24.5,9,2023-03-07
Goa,42,43,42.5,75,122.5,116,115,100,40,57.5,183,181.5,149,167,151,108.5,54,335.5,23.5,28,25,30,2023-03-07
Gujarat,32.25,29.75,32.5,67.25,102.5,94.75,91.5,90.5,40.5,55.5,187.75,176.75,159.75,161,173,138,48,324,13.25,27,26.5,34.25,2023-03-07
Haryana,36.75,25.75,33,63,102.75,94.75,96,89.25,41,58.67,192.33,159.33,143.67,146.33,183,125,41.67,245.33,26.67,15.33,23,24.67,2023-03-07
Himachal Pradesh,33.58,21,32.92,67.67,111.17,105.75,100.08,90.42,42.08,52,197,173.08,139.33,139.6,169.25,120,41.33,284.08,26.5,19.33,27,33.33,2023-03-07
Jammu and Kashmir,38.5,29,39.5,83,118.75,119.5,115,101.75,50.25,51.75,250,185.5,162.33,168.5,184.75,142.67,46.5,316.5,25.75,24.5,29.25,31.25,2023-03-07
Jharkhand,36.18,32.06,35.76,70.88,109.18,100.24,102.59,84,42.53,54.85,187.18,160,127.75,153,171.21,116.33,42.2,290.14,23.27,15.06,21.31,12.75,2023-03-07
Karnataka,49.39,41.16,45.06,76.58,117.1,114.84,107.48,99.73,38.94,46.32,181,185.2,129.63,152.28,148.1,105.4,48.19,307.84,19.06,29.48,23.87,23.71,2023-03-07
Kerala,52.69,44.31,47.31,92.92,132.92,131.46,124.23,111.54,40.75,53.83,224.57,212.6,162.54,,151.31,113.58,58.17,231.42,14.25,30.46,22.46,37.54,2023-03-07
Madhya Pradesh,33.69,27.04,33.12,68.46,110.65,94.54,97.27,87.65,40.12,56.12,183.35,154.92,127.73,131.31,162.48,119.17,40.23,250.92,18.58,16.08,17.24,13.6,2023-03-07
Maharashtra,43.37,37.58,41.26,69.63,119.63,109.84,108.42,96.21,39.63,55.95,186.42,177.89,133.89,130.63,151.84,111.94,48.74,290.58,23.32,25.37,22.21,20.79,2023-03-07
Manipur,45,,45,80,120,135,120,90,45,30,185,240,170,240,210,116,80,230,14,25,28,60,2023-03-07
Meghalaya,29.38,40.25,39.38,76.17,112.29,117.83,108.14,91.5,44.88,70.25,143,156.38,138.67,153.13,182.25,133.25,75,352.88,22.75,21.88,30.63,35.5,2023-03-07
Mizoram,46.64,40.67,43.1,97.25,115.4,114,120,105.8,50,74.09,174.67,203.13,174.75,160.4,177.33,131.33,97.71,204.3,27.91,35.64,52.55,60.33,2023-03-07
Nagaland,35.33,39.33,42.5,97.5,107,112,111,97.5,48.33,72.75,210,167.5,207.5,172.5,181.67,137.5,83.33,273,18.83,34.67,40,52.83,2023-03-07
Odisha,33.6,37.38,40,67.8,112.65,100.95,102.4,79.35,41.58,48.78,175.67,165.05,121.89,149.43,145.05,105.2,45.21,266.36,25.05,13.9,20.65,16.1,2023-03-07
Puducherry,40,41,36,70,119,119,105,84,38,44,205,184,153,,130,105,49,343,27,20,19,15,2023-03-07
Punjab,34.9,25.9,29.5,75.8,116.7,109,103.5,97.6,40.86,55.57,194.71,153.71,138.71,146.57,172.86,114,45.71,267.43,26,13.71,22.86,26.71,2023-03-07
Rajasthan,36.67,29.33,32.33,74.67,110.67,106,103.5,94.67,42,49.33,196.33,161.17,130.17,160.5,184.6,135,44.33,297.33,22.17,21,21.67,22.5,2023-03-07
Sikkim,58.6,36.6,41.4,80,125.6,128,118.4,104.2,48.2,61.6,,197.2,137.2,179.75,212,,56.4,428.6,18.4,28.6,34,33,2023-03-07
Tamil Nadu,50.67,42.44,49.22,71.89,119.33,115,109.56,94.33,38.78,42,217.33,198.88,132,,148.33,108.11,53.56,277.38,25.33,29,22.89,28.89,2023-03-07
Telangana,44.1,36.9,40.5,69.1,107.2,110,103.1,91.6,39.7,62.2,169.9,182.6,123.5,157.83,154.9,113.2,53.9,298,17.8,27.1,27.3,30.9,2023-03-07
Tripura,33,,42,73.5,113.5,111.5,107.5,107.5,46.5,75,,166,122,150,162.5,112.5,48.5,174.5,11,16,21.5,30,2023-03-07
Uttar Pradesh,33.94,25.92,31.83,68.77,108.24,103.06,101.33,91.88,40.76,59.68,186.75,157.91,135.36,148.58,170.06,116.6,43.39,236.98,25.56,13,20.76,16.79,2023-03-07
Uttarakhand,34.75,28.75,33.5,85.75,113.25,105,106.5,100.25,42.25,60.25,172.25,160.25,157,160.25,165.5,119.5,47,262.75,28.25,13.5,19.5,19.5,2023-03-07
West Bengal,39.71,26.4,34.29,70.57,115.86,105.57,107.71,101.43,43.43,50,187.6,157.43,113.71,141.71,155.86,112,50.57,265.57,20,13.71,24.14,19.86,2023-03-07
Andaman and Nicobar,43,40,67,80,118,130,116,98,50,71,,209,220,,174,131,71,325,20,30,30,57,2023-03-08
Andhra Pradesh,53.75,40,41.33,72.5,119.67,122.67,108,104.67,42.75,56.75,175.75,195.67,114.67,170,144.5,104.75,57.67,371,23,27.25,24.5,24.25,2023-03-08
Arunachal pradesh,38,42,40,90,130,130,120,110,50,56,,195,155,180,180,138,95,300,18,25,30,40,2023-03-08
Assam,37.67,33.71,38.14,72.21,110.43,97.3,104.57,92.86,43.14,69.43,217.5,164.13,142.58,154.47,176.67,109.88,52.43,246.62,14,12.14,21.36,27.43,2023-03-08
Bihar,37.14,29.29,35.29,68,112.29,111.21,103.14,84.79,42.57,53.21,181.17,157.86,132.5,147,185.64,119.45,43.5,293.43,20.57,13.93,19.93,17,2023-03-08
Chandigarh,38,28,35,74,115,109,103,96,42,55,194,176,145,155,178,123,53,270,27,13,25,25,2023-03-08
Chhattisgarh,36.5,33,40.5,71,95,98,100,78.5,39.5,68,196,164,111,132,162.5,128,49.5,444,25,20.5,25.5,12.5,2023-03-08
Delhi,38,30,31,72,120,120,103,89,41,53,213,148,133,151,179,114,48,242,26,16,23,23,2023-03-08
Goa,42,43,42.5,75,125,116,115.5,101,40,57.5,183,181.5,149,167,151,110,54,329,23.5,28,25,33,2023-03-08
Gujarat,29,33,34,65,100,100,97,100,43,53,181,188,164,168,194,155,41,450,10,33,34,22,2023-03-08
Haryana,39,25.67,33,66.33,106,97,95.67,89.33,41,58.67,189.67,156.33,130.67,139.33,175.67,121.67,41.33,232,24,16,23.67,25,2023-03-08
Himachal Pradesh,33.58,21,32.92,67.67,111.17,106.08,100.42,90.25,42.08,52,197,172.67,139.5,139.6,169.25,120,41.33,284.08,26.5,19.58,26.42,32.75,2023-03-08
Jammu and Kashmir,37,29.67,40,85,119,119.33,114.33,99,50.67,47.67,253,183.33,159,166.33,190.67,136,46,313.33,27.67,24.33,30,33,2023-03-08
Jharkhand,37.83,32,34,68.67,113.17,104,105.83,83.5,42.83,55,172.4,162.17,123,155.17,160.33,119.17,43,310.17,23,12.5,20.17,11.5,2023-03-08
Karnataka,49.4,41.07,45.07,76.5,117.67,115.13,107.6,100.8,38.93,45.77,183.47,186.2,128.57,152.07,147.53,105.9,48.6,309.33,18.83,28.97,23.6,23.67,2023-03-08
Kerala,51.69,44.23,47.15,91.92,132.31,131.08,123.62,110.62,40.54,53.77,220.83,212,162.31,,150.31,112.75,57.69,234.08,14.23,29.15,22.46,35.46,2023-03-08
Madhya Pradesh,33.39,27.56,32,65.78,111.06,95.5,96.83,86.22,40.28,57.11,180.56,153,128.72,130.33,164.22,112.56,39.83,233.61,18.17,15.61,16.67,13.06,2023-03-08
Maharashtra,43.53,37.47,41.21,69.74,119.79,109.89,108.68,96.58,39.63,56.16,186.26,177.89,133.79,130.32,151.63,112.06,48.84,292.63,23.42,25.47,22.42,20.68,2023-03-08
Meghalaya,29.5,39.83,39,79,112.25,112.33,113.4,92.5,45.33,69.67,,162.17,146,159.17,186,149,80,360,22,23.67,32.5,38.83,2023-03-08
Mizoram,50,40,40,110,,100,,102.5,50,80,,230,,150,,,,,30,37.5,43.5,50,2023-03-08
Nagaland,40.5,37.5,45,105,106.67,121.67,113.33,101.25,48.75,68,,172.5,210,178.75,167.5,110,100,266.67,17,40,45,63.75,2023-03-08
Odisha,35.5,39,38.5,67.25,108.25,101,100,75.25,40.25,48,180,155.75,103,160,141.25,105.25,45.75,264.33,25.25,13.25,20,15,2023-03-08
Puducherry,40,41,36,71,119,119,105,85,37,44,198,180,153,,129,102,49,343,27,20,16,15,2023-03-08
Punjab,34.75,23.75,29,81,115,113,105.75,97.5,40.33,56.33,204.33,143.33,127.33,142.33,180,113,48.33,278.33,25.33,10.67,22.33,24,2023-03-08
Rajasthan,38.37,30.48,33.7,71.12,109.56,104.04,99.07,91.15,40.85,50.08,187.5,164.27,131.13,153.28,174.96,132.5,43.15,297.81,19.07,20.85,22.7,22.3,2023-03-08
Sikkim,58,32,45,80,120,130,106,92,45,62,,183,114,167,190,,50,420,21,35,35,35,2023-03-08
Tamil Nadu,50.67,42.44,49.22,72.11,119.67,115.89,110.22,94.33,38.67,42,218,198.88,132.33,,146.22,108.11,53.11,277.38,25.33,27.33,22.11,27.89,2023-03-08
Telangana,44.1,37,40.7,69.3,107.5,110.1,103.3,91.6,39.7,62.3,170.1,182.6,123.2,157.83,154.9,113.3,54,298.1,17.8,27.3,27.4,30.9,2023-03-08
Tripura,32,,44,77,115,115,115,110,49,80,,162,138,150,173,115,52,179,10,17,23,20,2023-03-08
Uttar Pradesh,33.27,25.82,30.95,67.14,108,99.27,99.82,88.91,40.57,58.52,188.55,155.09,132.32,143.95,168.86,113.86,41.52,244.14,25.86,12.27,20.18,15.59,2023-03-08
Uttarakhand,34,27,31,71,115,100,106,102,40,61,172,144,148,146,148,95,51,213,28,10,19,15,2023-03-08
West Bengal,38,25,35.5,71.5,117.5,110.5,110.25,102.75,43.5,48.5,189.33,160.75,112.25,145.5,156.5,112.75,49.25,286.75,19.5,14.25,22.75,21,2023-03-08
Andaman and Nicobar,41.33,40,65.33,85.33,126.67,140.67,127.33,111.67,51.33,69.33,224.5,215,200.67,,195,134,75,308.33,20.67,36.67,38.33,65,2023-03-09
Andhra Pradesh,51.6,41.8,43.2,69.2,114.8,120.4,111,103.2,40.8,57.4,177.8,205.4,119.2,180,153.4,116.6,56.8,322,21.2,29.4,22.8,24.2,2023-03-09
Arunachal pradesh,25,,45,90,120,120,120,100,50,71,,130,122,160,240,,,,15,20,33,35,2023-03-09
Assam,37.39,33.7,37.73,71.45,110.45,98.39,104.09,92.82,43.09,68.55,213,164.87,145.35,152.74,175.7,118.92,52.95,247.48,13.14,12.73,22.14,28.71,2023-03-09
Bihar,37.05,28.47,34.11,66.68,110.16,107.26,102.89,81.74,42.39,52.22,189,154.39,128.5,144.72,184.13,115,42.5,294.83,21.61,13.39,18.56,16.5,2023-03-09
Chandigarh,38,28,35,74,115,109,103,96,42,55,194,176,145,155,178,122,52,275,27,13,25,25,2023-03-09
Chhattisgarh,33.4,30.6,35.4,71.4,101.4,96.4,99,85.2,39.4,61,193.4,165.2,123,139.6,166.6,128.4,44,325.6,22.6,18.2,25.4,12.4,2023-03-09
Delhi,38,30,31,72,120,120,103,89,41,53,213,148,133,151,179,114,48,242,26,16,23,24,2023-03-09
DNH and DD,39,30.33,33,77.33,117,114.33,108,104,40,56,195.67,168.33,162,163,189.67,122.67,52,240,22.67,23.33,23.5,9,2023-03-09
Goa,42,43,42.5,75,125,116,115.5,101,40,57.5,183,181.5,149,167,151,110,54,329,23.5,28,25,33,2023-03-09
Gujarat,32,32,33.33,68.33,106.67,105,92.33,100,40.67,53,192.67,187.33,155.33,182,187.33,138.67,44.33,342.67,13.67,26.67,26.33,27,2023-03-09
Haryana,37,25.75,33,62.25,102.75,94.75,96,89.25,41.25,58,190.5,159.5,140.25,144,178,118.75,42.25,232.25,25.25,15,21.5,23.25,2023-03-09
Himachal Pradesh,33.58,21,32.92,67.67,111.17,106.08,100.42,90.25,42.08,52,197,172.67,138.67,139.6,169.75,119,41.33,264.45,26.5,19.5,26.58,33.75,2023-03-09
Jammu and Kashmir,37,29.67,40,85,119,119.33,114.33,99,50.67,47.67,253,183.33,159,166.33,190.67,136,46,313.33,27.67,24.33,30,33,2023-03-09
Jharkhand,36.5,31.93,35.56,71.38,109.63,100.19,102.81,84.19,42.08,55,187.18,161.07,127.33,154,172.31,116.79,42,295.75,23.15,15.07,20.93,12.87,2023-03-09
Karnataka,49.29,41.13,44.9,76.48,117.77,114.71,107.61,100.87,38.97,45.68,182.45,185.9,128.35,152.5,147.13,106.06,48.42,307.84,19.13,29.1,23.77,23.7,2023-03-09
Kerala,52.17,43.55,46.91,93.27,132.09,130.36,122.45,110.91,40.45,54.18,224,212.11,162.09,,151.18,112.9,58.09,232.45,14.18,29.17,23.17,35,2023-03-09
Madhya Pradesh,33.22,27.13,33,68.74,113.04,95.61,99,88.48,39.87,57.04,182.61,157.22,128.18,131.09,161.77,122.73,40.35,243.43,18.74,16.04,17,13.52,2023-03-09
Maharashtra,43.16,37.05,41.16,69.53,120,109.84,108.58,96.11,39.63,56.21,186.21,177.67,133.42,130,151.32,111.88,48.74,290.84,23.37,25.42,22,20.79,2023-03-09
Meghalaya,28.89,39.67,39.11,76.17,112.29,117.83,109.63,92.44,45.22,70.22,143,157.67,144.5,155.33,180.2,141,75,354.44,22.11,22.78,31.89,37.22,2023-03-09
Mizoram,46,40.8,42.29,96.33,103.33,110,115,101.43,49.67,74.22,180,209.33,172,155.78,165,123.5,87.4,375.67,28,35,51.33,59.43,2023-03-09
Nagaland,32.67,38.83,43.89,95,113.13,109.57,115,101.67,50,68.43,195,180,198,184.38,175,151.67,80,308.13,18.11,33.38,43.75,57.5,2023-03-09
Odisha,33.74,36.92,39.89,67.68,113.16,101.05,102.89,78.58,41.58,48.56,174.67,164.26,120.88,152,144.37,105.37,45.74,274.06,24.89,13.95,20.84,16.42,2023-03-09
Puducherry,40,41,37,71,119,119,104,85,39,46,197,180,153,,129,102,51,345,27,20,19,15,2023-03-09
Punjab,36.38,26,29.88,75.63,113.5,107.13,101.88,95.13,40.6,56.8,196,147,129.2,143.8,177,113,45.2,275.6,25.4,12.4,22.6,24.6,2023-03-09
Rajasthan,38.69,30.41,33.45,70.61,108.76,103.66,99.21,90.1,40.68,50.69,189.11,161.32,129.19,150.96,174.92,137.75,43.25,302.64,19.64,20.32,22.36,22.39,2023-03-09
Sikkim,58.6,36.6,41.4,80,125.6,128,118.4,103.4,48.2,61.6,,197.2,137.2,179.75,212,,56.4,436,18.4,28.6,34,33,2023-03-09
Tamil Nadu,50.67,42.22,49,71.78,119.89,115.67,110,94.22,38.67,42,218,198.88,132.33,,145.89,108.11,53.11,277.38,25.33,26.22,22.11,27.11,2023-03-09
Telangana,44.1,37,40.8,69.1,107.7,110.2,103.4,91.1,39.7,62.2,170.4,182.4,123.5,157.83,154.2,113.2,53.9,298,17.8,27.1,27.3,31,2023-03-09
Tripura,33,,41,77.5,112.5,113,104.33,107.33,45.67,72.33,,162.33,134,150.67,187.67,116.67,64.67,221.33,10,22.67,27,43.33,2023-03-09
Uttar Pradesh,33.65,26.06,31.73,69.56,108.73,103.96,102.94,92.79,40.83,59.38,187.55,158.06,136.37,149.58,170.69,117.88,43.54,241.04,25.83,13.23,21.62,17.5,2023-03-09
Uttarakhand,34.5,28,33.5,86.5,112,104.75,106.75,99.75,42,61.5,166.75,156.25,156.5,156.25,161,119.5,47.25,264.5,28.25,12.75,19.5,19.75,2023-03-09
West Bengal,39.71,26.4,34.29,70.57,116.43,106,108.86,101.43,43.57,50.29,187.6,157.14,114,141.43,155.57,113,50.86,267.29,20.71,14.17,24.17,20.83,2023-03-09
Andaman and Nicobar,41.67,40,65.67,85.33,126.67,141,127.33,111.67,51,69,224.5,215,200.67,,195,134,75,308.33,20.33,36.67,38.33,65,2023-03-10
Andhra Pradesh,51.6,41.8,43,69,114.8,120.4,111,103.2,40.8,57.4,177.8,205.4,119.2,180,153.4,116.6,56.8,322,21.2,29.4,22.6,24.8,2023-03-10
Arunachal pradesh,31.5,42,42.5,90,125,125,120,105,50,63.5,,162.5,138.5,170,210,138,95,300,16.5,22.5,31.5,37.5,2023-03-10
Assam,36.61,32.82,37.61,71.39,110.78,98.37,103.7,92.35,43.05,68.55,213,165.32,146.7,153.82,174.8,121.15,52.91,246,13.14,12.82,22.09,28.9,2023-03-10
Bihar,36.35,28.38,34.41,67.7,110.95,106.73,102.08,83.08,42,52.68,194.5,155.97,131.72,146.46,182.7,116.7,43.22,279.42,21.76,13.59,19.89,17.97,2023-03-10
Chandigarh,38,28,35,74,115,109,103,96,42,55,194,176,145,155,178,123,53,272,27,13,25,25,2023-03-10
Chhattisgarh,33.43,31.43,37,70.14,102.71,96,100.14,89.14,40,56.29,190,173.29,130.71,143.71,163.14,132.14,47.71,296.14,21.71,18.86,23.57,13,2023-03-10
Delhi,38,30,31,72,120,120,103,89,41,53,213,148,133,151,179,114,48,242,26,16,23,25,2023-03-10
DNH and DD,39,30.67,33,77.33,117,114.33,108,104,40,56,199.33,176,162,163,173,112,52.33,240,22.67,23.33,23.5,9,2023-03-10
